"","ID","wc2.1_30s_bio_1","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","x","y"
"CARZO_540",541,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72719164,-17.54203051
"CARZO_541",542,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72718946,-17.54203135
"CARZO_542",543,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72719005,-17.54202968
"CARZO_543",544,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72719114,-17.54194334
"CARZO_544",545,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72718636,-17.54194393
"CARZO_545",546,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72718326,-17.54191451
"CARZO_546",547,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72717387,-17.5419078
"CARZO_547",548,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72910883,-17.54356734
"CARZO_548",549,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72748518,-17.544013
"CARZO_549",550,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.7272188,-17.54450686
"CARZO_550",551,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72762976,-17.54627201
"CARZO_551",552,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72783261,-17.5463073
"CARZO_552",553,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72785876,-17.54648306
"CARZO_553",554,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72792254,-17.54725914
"CARZO_554",555,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72820183,-17.54789365
"CARZO_555",556,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.7304082,-17.54699495
"CARZO_556",557,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.7307936,-17.5479245
"CARZO_557",558,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.73081262,-17.54870309
"CARZO_558",559,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.73023587,-17.54767707
"CARZO_559",560,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72757553,-17.54769484
"CARZO_560",561,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72755667,-17.54750624
"CARZO_561",562,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72694538,-17.54755016
"CARZO_562",563,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72687908,-17.54753684
"CARZO_563",564,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72753706,-17.54815777
"CARZO_564",565,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72801718,-17.548428
"CARZO_565",566,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72856686,-17.54933191
"CARZO_566",567,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72904438,-17.54978822
"CARZO_567",568,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72909894,-17.54977045
"CARZO_568",569,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72906927,-17.54976466
"CARZO_569",570,18.8708343505859,10.908332824707,66.9222946166992,186.601867675781,27.3999996185303,11.1000003814697,16.2999992370605,21.2999992370605,19.5499992370605,21.2999992370605,16.6499996185303,6,3,0,66.6666641235352,5,0,5,0,-70.72905242,-17.54981009
"CARZO_570",571,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.72917606,-17.55026883
"CARZO_571",572,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.72904203,-17.55079991
"CARZO_572",573,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.72908897,-17.55101667
"CARZO_573",574,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.7314815,-17.55034209
"CARZO_574",575,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.73148611,-17.55030236
"CARZO_575",576,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.73048866,-17.55194304
"CARZO_576",577,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.73052269,-17.55307937
"CARZO_577",578,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.73019706,-17.55306839
"CARZO_578",579,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.73019169,-17.55307627
"CARZO_579",580,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.72930112,-17.55513604
"CARZO_580",581,18.8791656494141,10.7249994277954,66.6149063110352,190.363967895508,27.2999992370605,11.1999998092651,16.0999984741211,21.3500003814697,19.5833339691162,21.3500003814697,16.6166667938232,5,2,0,55.9737510681152,4,0,4,0,-70.72934286,-17.55512883
"CARZO_581",582,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72977813,-17.55899205
"CARZO_582",583,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72976958,-17.55898627
"CARZO_583",584,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.73099904,-17.56051127
"CARZO_584",585,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.73076367,-17.56016501
"CARZO_585",586,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72940178,-17.56332071
"CARZO_586",587,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72904421,-17.56385556
"CARZO_587",588,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72904765,-17.5639025
"CARZO_588",589,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72904781,-17.56390309
"CARZO_589",590,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72904304,-17.56390904
"CARZO_590",591,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72904329,-17.56391055
"CARZO_591",592,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.729037,-17.56401784
"CARZO_592",593,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72903591,-17.56401306
"CARZO_593",594,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.7290303,-17.56404893
"CARZO_594",595,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72903809,-17.56405061
"CARZO_595",596,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72903482,-17.56406394
"CARZO_596",597,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72903432,-17.56407249
"CARZO_597",598,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902703,-17.56408548
"CARZO_598",599,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902082,-17.56407936
"CARZO_599",600,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902166,-17.56408112
"CARZO_600",601,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902183,-17.56408338
"CARZO_601",602,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.7290246,-17.56411708
"CARZO_602",603,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902451,-17.56411733
"CARZO_603",604,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902535,-17.56412035
"CARZO_604",605,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72903055,-17.56411146
"CARZO_605",606,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72906542,-17.56420601
"CARZO_606",607,18.8708324432373,10.5083332061768,65.2691497802734,196.219482421875,27.2999992370605,11.1999998092651,16.0999984741211,21.4333324432373,19.6000003814697,21.4333324432373,16.5499992370605,5,2,0,55.9737510681152,4,0,4,0,-70.72902242,-17.56451522
"CARZO_607",608,18.9125003814697,10.0916662216187,62.6811599731445,210.865356445312,27.3999996185303,11.3000001907349,16.0999984741211,21.6499996185303,19.716667175293,21.6499996185303,16.4333343505859,5,2,0,55.9737510681152,4,0,4,0,-70.74274963,-17.59631222
"CARZO_608",609,18.845832824707,10.1416664123535,63.3854217529297,209.039535522461,27.2999992370605,11.3000001907349,15.9999990463257,21.2666664123535,19.6499996185303,21.5666656494141,16.3999996185303,6,2,0,53.1816024780273,5,0,4,0,-70.73951891,-17.59289282
"CARZO_609",610,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73873118,-17.59013811
"CARZO_610",611,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73844594,-17.58930855
"CARZO_611",612,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.7382312,-17.58879097
"CARZO_612",613,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73894592,-17.58575295
"CARZO_613",614,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73894609,-17.58575278
"CARZO_614",615,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73932168,-17.58589896
"CARZO_615",616,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73949049,-17.58605679
"CARZO_616",617,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73821753,-17.58431143
"CARZO_617",618,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73812206,-17.58404271
"CARZO_618",619,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73808485,-17.58390105
"CARZO_619",620,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73804897,-17.58378496
"CARZO_620",621,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73802324,-17.58372545
"CARZO_621",622,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73789869,-17.5836221
"CARZO_622",623,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73789659,-17.58362344
"CARZO_623",624,18.8583335876465,10.0833339691162,63.0208396911621,207.241989135742,27.2999992370605,11.3000001907349,15.9999990463257,21.5499992370605,19.6499996185303,21.5499992370605,16.4166660308838,5,2,0,55.9737510681152,4,0,4,0,-70.73782149,-17.58355178
"CARZO_624",625,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73787622,-17.5833253
"CARZO_625",626,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73782761,-17.5831875
"CARZO_626",627,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73778603,-17.58298466
"CARZO_627",628,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73774362,-17.58293252
"CARZO_628",629,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73774119,-17.58287142
"CARZO_629",630,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73773381,-17.58268819
"CARZO_630",631,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73768335,-17.58254863
"CARZO_631",632,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73728907,-17.58174255
"CARZO_632",633,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73731673,-17.58170592
"CARZO_633",634,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.7372345,-17.58170273
"CARZO_634",635,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73722453,-17.58170013
"CARZO_635",636,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73703149,-17.58209316
"CARZO_636",637,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73701029,-17.58285055
"CARZO_637",638,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73681817,-17.58307141
"CARZO_638",639,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73667007,-17.58294133
"CARZO_639",640,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73648298,-17.5827736
"CARZO_640",641,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73620261,-17.58304652
"CARZO_641",642,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.7361871,-17.58304426
"CARZO_642",643,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73654945,-17.58198772
"CARZO_643",644,18.8541660308838,10.2250003814697,63.9062538146973,203.273864746094,27.2999992370605,11.3000001907349,15.9999990463257,21.5,19.6333332061768,21.5,16.4500007629395,5,2,0,55.9737510681152,4,0,4,0,-70.73658834,-17.58196676
